,VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnOver,SalesToPurchaseRatio
1544,7153,PINE STATE TRADING CO,14184,Ch M Vert Lussac St Emilion,8.72,14.99,750.0,20368,177608.96,10566.0,146068.34,79248.8,1174.6100000000001,15884.82,-31540.619999999995,-21.593057058086643,0.5187549096622153,0.8224153781430847
1545,8112,MOET HENNESSY USA INC,1523,Hennessy XO Cognac/Glass Pak,149.25,199.99,750.0,1188,177309.0,525.0,85234.75,45957.19,413.59,48347.26,-92074.25,-108.02430933392777,0.44191919191919193,0.4807130489710054
1546,90032,LABELLE VYDS AND WINERY,12111,LaBelle Winery Cranberry,10.73,15.99,750.0,16524,177302.52,7863.0,125729.37,77695.41,872.58,778.25,-51573.149999999994,-41.01917475606535,0.4758533042846768,0.7091234236264662
1547,4425,MARTIGNETTI COMPANIES,23129,Sensi 18K Prosecco,12.24,19.99,750.0,14480,177235.19999999998,6512.0,128400.87999999999,72715.09999999999,723.83,144929.24,-48834.31999999999,-38.032698841316346,0.44972375690607735,0.7244660202939371
1548,4425,MARTIGNETTI COMPANIES,25036,Albola Pinot Grigio,7.53,10.99,750.0,23532,177195.96,11497.0,128069.79,69129.41,1278.02,144929.24,-49126.17,-38.358905718514876,0.488568757436682,0.7227579567841163
1549,9165,ULTRA BEVERAGE COMPANY LLP,44620,A to Z Ore Chard,10.73,15.99,750.0,16496,177002.08,7409.0,102552.59,50549.28,824.7,68054.7,-74449.48999999999,-72.596401514579,0.449139185257032,0.5793863552337917
1550,4425,MARTIGNETTI COMPANIES,44854,Duckhorn Merlot Napa,35.37,52.99,750.0,5000,176850.0,2383.0,122330.17,76679.03,264.12,144929.24,-54519.83,-44.56777097587619,0.4766,0.6917171048911507
1551,8673,STE MICHELLE WINE ESTATES,46098,Ch Ste Michelle Rsl Dry Colu,6.03,8.99,750.0,29300,176679.0,14197.0,137705.03,68258.36,1581.44,15919.7,-38973.97,-28.30250282070306,0.48453924914675767,0.7794080224588095
1552,17031,FLAG HILL WINERY & VINEYARD,2083,Flag Hill Straight Bourbon,31.49,39.99,750.0,5600,176344.0,2657.0,106253.43000000001,83099.22,2094.9700000000003,1573.31,-70090.56999999999,-65.96546577366959,0.4744642857142857,0.6025349884317017
1553,9165,ULTRA BEVERAGE COMPANY LLP,3346,Nautical Gin,25.57,32.99,750.0,6892,176228.44,2299.0,66445.01,37471.009999999995,1811.73,68054.7,-109783.43000000001,-165.22449165106607,0.3335751596053395,0.37703908631319666
1554,1590,DIAGEO CHATEAU ESTATE WINES,8233,Beaulieu Cab Svgn Rutherford,17.31,24.99,750.0,10164,175938.84,4517.0,107395.83,55521.899999999994,3558.02,7259.75,-68543.01,-63.82278529808838,0.4444116489571035,0.6104156990008573
1555,9165,ULTRA BEVERAGE COMPANY LLP,4283,Hochstadter's Slow and Low,13.84,20.99,750.0,12700,175768.0,5565.0,113084.34999999999,89919.73,4388.0,68054.7,-62683.65000000001,-55.43087969290181,0.43818897637795273,0.6433727982340357
1556,6213,MHW LTD,5378,Galliano L'Autentico Liqueur,20.15,25.99,750.0,8720,175708.0,4587.0,120734.12999999999,97434.98999999999,3617.51,9621.58,-54973.87000000001,-45.53299882974269,0.5260321100917431,0.6871293851162155
1557,4425,MARTIGNETTI COMPANIES,37071,Caymus Conundrum White,11.56,16.99,750.0,15192,175619.52,6632.0,151131.68,85601.40999999999,736.48,144929.24,-24487.839999999997,-16.202982723410468,0.4365455502896261,0.8605631082467371
1558,660,SAZERAC NORTH AMERICA INC.,2149,Canadian Ltd Traveler,5.34,6.99,750.0,32876,175557.84,16306.0,121924.94,95196.90000000001,12855.95,17932.33,-53632.899999999994,-43.98845716061045,0.4959849130064485,0.6945001146061036
1559,8004,SAZERAC CO INC,5090,El Charro Silver Tequila,10.23,12.99,750.0,17160,175546.80000000002,8090.0,108797.1,82234.96,6377.28,50293.62,-66749.70000000001,-61.35246251968114,0.47144522144522144,0.6197612260662114
1560,12546,JIM BEAM BRANDS COMPANY,4414,Cruzan Pineapple Rum,7.93,9.99,750.0,22108,175316.44,10717.0,107874.83,68258.24,8443.44,123880.97,-67441.61,-62.51839284474423,0.4847566491767686,0.6153149698910153
1561,4425,MARTIGNETTI COMPANIES,11456,Burgess Cab Svgn Napa,22.72,35.99,750.0,7704,175034.88,3651.0,130388.49,96371.04000000001,403.68,144929.24,-44646.39,-34.24105149158488,0.47390965732087226,0.7449286108003159
1562,4425,MARTIGNETTI COMPANIES,2652,Michter's American Whiskey,32.55,44.99,750.0,5376,174988.80000000002,1840.0,74339.6,61596.76,1451.05,144929.24,-100649.20000000001,-135.3910970734306,0.34226190476190477,0.4248249030795114
1563,28750,SMOKY QUARTZ DISTILLERY LLC,1714,Smoky Quartz V5 Bourbon,22.04,27.99,375.0,7936,174909.44,3006.0,84137.94,59478.75,1178.26,342.65,-90771.5,-107.8841483402137,0.3787802419354839,0.48103715842895617
1564,4425,MARTIGNETTI COMPANIES,450,Vincent Van Gogh Double Esp,19.52,24.99,750.0,8952,174743.04,4068.0,101659.31999999999,73670.51999999999,3205.96,144929.24,-73083.72000000002,-71.89082122524528,0.4544235924932976,0.5817646299389091
1565,12546,JIM BEAM BRANDS COMPANY,1698,Knob Creek 2001 Bourbon,95.58,129.99,750.0,1828,174720.24,401.0,52125.990000000005,46926.39000000001,316.43,123880.97,-122594.24999999999,-235.18833886895956,0.21936542669584244,0.29833973442344175
1566,11567,CAMPARI AMERICA,5128,Carolans Irish Cream,8.98,11.49,750.0,19440,174571.2,9506.0,119402.94,90032.54000000001,7494.24,20964.81,-55168.26000000001,-46.20343519179679,0.4889917695473251,0.6839784569276032
1567,1392,CONSTELLATION BRANDS INC,26456,Ravenswood Vntnrs Blnd Chard,4.5,7.99,750.0,38760,174420.0,20237.0,147466.43,56038.76,2261.61,79528.99,-26953.570000000007,-18.277766675439292,0.522110423116615,0.8454674349271872
1568,7245,PROXIMO SPIRITS INC.,8642,Jose Cuervo RTD Pink Lemonad,12.49,15.99,1750.0,13964,174410.36,5810.0,79009.9,53446.700000000004,10678.55,38994.78,-95400.45999999999,-120.74494462086396,0.41606989401317673,0.45301150688525615
1569,1392,CONSTELLATION BRANDS INC,8455,R Mondavi Fume Bl Napa Vly,10.88,16.99,750.0,16020,174297.6,5690.0,88137.1,53465.4,631.39,79528.99,-86160.5,-97.75735757132921,0.35518102372034954,0.5056701870823236
1570,1655,FABRIZIA SPIRITS LLC,5669,Fabrizia Blood Orange,13.38,16.99,750.0,13016,174154.08000000002,5407.0,93216.93,66398.37,4262.150000000001,1824.89,-80937.15000000002,-86.82666335396374,0.4154118008604794,0.5352555047805942
1571,7153,PINE STATE TRADING CO,6081,Kinky Blue Liqueur,1.46,1.99,50.0,118964,173687.44,58450.0,116315.5,40601.97,3033.14,15884.82,-57371.94,-49.32441506076147,0.4913251067549847,0.6696828509879585
1572,9165,ULTRA BEVERAGE COMPANY LLP,8262,Metcalfe's Vermont Maple,15.82,21.99,750.0,10976,173640.32,5355.0,117640.45,92188.07999999999,4222.2300000000005,68054.7,-55999.87000000001,-47.60256357400878,0.48788265306122447,0.6774950080718579
1573,480,BACARDI USA INC,8130,Bacardi Superior Rum,0.93,1.29,50.0,186632,173567.76,91929.0,118588.41,29111.43,4801.85,89286.27,-54979.350000000006,-46.36148675911922,0.4925682626773544,0.6832398482298786
1574,1587,VINEYARD BRANDS INC,19934,Perrin Cotes du Rhone RSV Rg,6.7,9.99,750.0,25856,173235.2,12699.0,128017.01,61359.51,1414.45,6070.09,-45218.19000000002,-35.322016972588266,0.49114325495049505,0.7389780483412146
1575,17035,PERNOD RICARD USA,2648,Chivas Regal,12.21,16.49,375.0,14184,173186.64,6963.0,113671.37,82303.73999999999,2727.28,123780.22,-59515.27000000002,-52.35730861693671,0.4909052453468697,0.656351840996511
1576,480,BACARDI USA INC,5560,Bacardi Mojito Cocktail,12.79,15.99,1750.0,13540,173176.59999999998,6784.0,117188.16,89888.45999999999,12471.65,89286.27,-55988.43999999997,-47.77653305589914,0.5010339734121123,0.6766974290983887
1577,10754,PERFECTA WINES,37312,Salmon Run NY Pnt Nr,7.99,11.99,750.0,21668,173127.32,9153.0,133578.87,83933.57,1014.85,28720.52,-39548.45000000001,-29.606815808518228,0.42242015875946093,0.7715643608414893
1578,9552,M S WALKER INC,8135,Choco Lat Liqueur,8.45,10.99,750.0,20484,173089.80000000002,10057.0,110526.43000000001,81842.53,7927.45,55551.82,-62563.37000000001,-56.60489531779865,0.4909685608279633,0.6385496430176706
1579,12546,JIM BEAM BRANDS COMPANY,5228,DeKuyper Wh Cr de Menthe,7.02,8.99,750.0,24620,172832.4,12122.0,108976.78,73834.87,9552.31,123880.97,-63855.619999999995,-58.59562009448251,0.49236393176279447,0.6305344368301314
1580,9165,ULTRA BEVERAGE COMPANY LLP,41530,Septima Malbec Mendoza,5.84,9.99,750.0,29588,172793.91999999998,14455.0,137157.45,57343.9,1613.13,68054.7,-35636.46999999997,-25.982161377307587,0.48854265242665945,0.7937631717597472
1581,2000,SOUTHERN WINE & SPIRITS NE,38946,Bully Hill Sweet Walter Rd,5.59,8.99,750.0,30844,172417.96,14830.0,139905.7,70241.14,1651.06,19016.59,-32512.25999999998,-23.238695778656606,0.4808066398651277,0.811433449276398
1582,3664,WILLIAM GRANT & SONS INC,4764,Flor de Cana Gran Rsv Rum,14.81,23.99,750.0,11640,172388.4,5624.0,115927.76,79397.59,4431.77,30234.420000000002,-56460.64,-48.703295914628214,0.4831615120274914,0.6724800508618909
1583,3252,E & J GALLO WINERY,17875,Darkhorse Chard,5.44,7.99,750.0,31688,172382.72,14648.0,117037.52,49306.29,1634.63,61966.91,-55345.2,-47.2884251135875,0.4622570058066145,0.678939977278465
1584,7245,PROXIMO SPIRITS INC.,8442,1800 Silver Tequila,9.32,14.49,375.0,18496,172382.72,8983.0,126271.67,101410.65000000001,3516.73,38994.78,-46111.05,-36.51733599468511,0.4856725778546713,0.7325077014679894
1585,4425,MARTIGNETTI COMPANIES,28092,Cline Ancient Vin Znfdl,9.67,14.99,750.0,17824,172358.08000000002,8654.0,133241.46,76945.05,960.7,144929.24,-39116.620000000024,-29.357693918994904,0.4855251346499102,0.7730502683715204
1586,4425,MARTIGNETTI COMPANIES,21317,Bartenura Moscato,9.33,13.99,750.0,18472,172343.75999999998,8930.0,124930.7,59765.28,995.1700000000001,144929.24,-47413.05999999998,-37.95148830511634,0.48343438718059767,0.724892505536609
1587,12546,JIM BEAM BRANDS COMPANY,2159,Connemara Irish Whiskey,30.53,39.99,750.0,5640,172189.2,2543.0,107464.57,88808.99,2005.8700000000001,123880.97,-64724.630000000005,-60.22880843425884,0.45088652482269503,0.6241074933851832
1588,3960,DIAGEO NORTH AMERICA INC,2568,Lagavulin 8Yr 200th Ltd Edtn,46.76,64.99,750.0,3680,172076.8,964.0,62650.35999999999,43803.259999999995,759.64,257032.07,-109426.44,-174.662108884929,0.2619565217391304,0.3640837114590694
1589,3960,DIAGEO NORTH AMERICA INC,1489,Crown Royal Cornerstone Blnd,47.99,59.99,750.0,3584,171996.16,1684.0,101023.16,49671.72,1326.74,257032.07,-70973.0,-70.25418725765458,0.46986607142857145,0.5873570665763701
1590,8004,SAZERAC CO INC,2686,AnCnoc 12 Yr Old Scotch,26.8,37.99,750.0,6408,171734.40000000002,3005.0,115865.95000000001,98310.48000000001,2370.76,50293.62,-55868.45000000001,-48.21817798930575,0.4689450686641698,0.6746810772914453
1591,653,STATE WINE & SPIRITS,12697,Tapiz Malbec Mendoza,7.79,11.99,750.0,22036,171660.44,10478.0,125631.22,41545.35,1173.5,8014.9800000000005,-46029.22,-36.63836106980415,0.4754946451261572,0.7318588953867298
1592,17035,PERNOD RICARD USA,3617,Olmeca Altos Reposado,15.82,21.99,750.0,10848,171615.36000000002,5878.0,129257.21999999999,106849.40999999999,4636.400000000001,123780.22,-42358.14000000003,-32.77042473913646,0.5418510324483776,0.7531797853059305
1593,3252,E & J GALLO WINERY,18107,Barefoot Cellars Pink Moscat,3.22,6.29,750.0,53280,171561.6,26354.0,155197.66,74182.67,2937.27,61966.91,-16363.940000000002,-10.543934747469775,0.49463213213213214,0.9046176999981348
1594,9165,ULTRA BEVERAGE COMPANY LLP,7986,Sapling Vermont Maple Liquer,22.38,29.99,750.0,7660,171430.8,3664.0,108003.36,84641.33,2889.29,68054.7,-63427.43999999999,-58.727284040052076,0.4783289817232376,0.6300114098516719
1595,9165,ULTRA BEVERAGE COMPANY LLP,38549,Stemmari Nero D'Avola,4.82,6.99,750.0,35536,171283.52000000002,17486.0,132715.14,50608.97,1952.92,68054.7,-38568.380000000005,-29.061024989311697,0.4920643854119766,0.7748272571698667
1596,480,BACARDI USA INC,4102,Bacardi Raspberry Rum,10.93,13.99,750.0,15668,171251.24,6628.0,71913.72,42640.840000000004,5220.64,89286.27,-99337.51999999999,-138.13430872439915,0.42302782741894307,0.4199310907179417
1597,4425,MARTIGNETTI COMPANIES,10239,Cannonball Cab Svgn Cal,9.08,14.99,750.0,18848,171139.84,9538.0,141400.62,74958.74,1060.93,144929.24,-29739.22,-21.03188797899189,0.5060483870967742,0.8262285391876023
1598,3924,HEAVEN HILL DISTILLERIES,8828,Lunazul Blanco Tequila,12.4,16.99,750.0,13776,170822.40000000002,5727.0,79392.73,58314.12,4513.92,14069.87,-91429.67000000003,-115.16126224655588,0.41572299651567945,0.4647676768386347
1599,9165,ULTRA BEVERAGE COMPANY LLP,5102,Brinley Shipwreck Coconut Cr,19.22,24.99,750.0,8880,170673.59999999998,3496.0,71355.04,49695.729999999996,2755.2400000000002,68054.7,-99318.55999999998,-139.18927100314147,0.39369369369369367,0.4180789530425327
1600,4425,MARTIGNETTI COMPANIES,15232,Flowers Pnt Nr Sonoma Coast,29.99,49.99,750.0,5688,170583.12,3175.0,149583.25,77898.54000000001,353.42,144929.24,-20999.869999999995,-14.038918127530986,0.5581926863572433,0.8768936222997915
1601,4425,MARTIGNETTI COMPANIES,21004,Castle Rock Pnt Nr Carneros,5.19,7.99,750.0,32788,170169.72,16302.0,130252.98,34708.56,1826.5,144929.24,-39916.740000000005,-30.645548378240566,0.4971940954007564,0.7654298308770796
1602,3960,DIAGEO NORTH AMERICA INC,3315,Smirnoff Sorbet Rasp/Pomegra,0.74,0.99,50.0,229720,169992.8,109852.0,108753.48,25385.579999999998,5736.99,257032.07,-61239.31999999999,-56.31021646387775,0.4781995472749434,0.6397534483813432
1603,653,STATE WINE & SPIRITS,38772,Rob Stuart Big Fire Pnt Nr,10.96,17.99,750.0,15472,169573.12,7396.0,126888.04,71398.31999999999,821.71,8014.9800000000005,-42685.08,-33.63995534961373,0.47802481902792143,0.7482792084028412
1604,3960,DIAGEO NORTH AMERICA INC,825,Johnnie Walker Black Label,29.99,41.99,1000.0,5652,169503.48,2841.0,119293.59,61683.310000000005,2983.05,257032.07,-50209.890000000014,-42.08934444843182,0.5026539278131635,0.703782541809761
1605,7153,PINE STATE TRADING CO,10579,High Note Malbec Mendoza,6.62,9.99,750.0,25588,169392.56,10826.0,117992.14,62879.97,1203.05,15884.82,-51400.42,-43.562579676917466,0.4230889479443489,0.6965603447990868
1606,7239,REMY COINTREAU USA INC,4091,Mount Gay Black Barrel Rum,21.7,27.99,750.0,7796,169173.19999999998,3689.0,103591.11,80239.44,2909.0,16978.67,-65582.08999999998,-63.30860823867992,0.47319138019497176,0.6123375924791871
1607,7153,PINE STATE TRADING CO,25711,Alexander Vly Vyd Cab Svgn,9.73,16.99,750.0,17384,169146.32,7733.0,124414.67,46577.32,864.32,15884.82,-44731.65000000001,-35.953678131365066,0.4448343304187759,0.7355446456062419
1608,3252,E & J GALLO WINERY,13489,Don Miguel Gascon Malbec Rsv,12.83,18.99,750.0,13180,169099.4,6383.0,121213.17,66977.73,709.6,61966.91,-47886.229999999996,-39.50579792608344,0.48429438543247344,0.71681608568688
1609,7240,"PREMIUM PORT WINES, INC.",8265,Cockburns Fine Ruby Port,6.89,9.99,750.0,24504,168832.56000000003,11972.0,119600.28,71368.56,1328.3,301.2,-49232.28000000003,-41.164017341765444,0.48857329415605616,0.708395821279971
1610,7245,PROXIMO SPIRITS INC.,4366,Kracken Black Rum,14.81,19.99,750.0,11384,168597.04,4162.0,73906.37999999999,55890.56,3280.78,38994.78,-94690.66000000002,-128.12244355629383,0.3656008432888264,0.4383610768018228
1611,12546,JIM BEAM BRANDS COMPANY,3367,Pinnacle Pomegranate Vodka,7.57,10.99,750.0,22268,168568.76,10737.0,114706.63,79671.45,8461.35,123880.97,-53862.130000000005,-46.956422658393855,0.4821717262439375,0.6804738315687913
1612,6785,PALM BAY INTERNATIONAL INC,43365,Cavit Riesling Trentino,6.89,9.99,1500.0,24448,168446.72,12279.0,134496.49,75146.27,2744.51,13605.41,-33950.23000000001,-25.24246543534334,0.5022496727748691,0.7984512254082478
1613,9819,TREASURY WINE ESTATES,23523,19 Crimes Cab Svgn,6.57,9.99,750.0,25628,168375.96,12152.0,125726.48,61538.62,1353.5,14836.57,-42649.479999999996,-33.92243225134434,0.4741688777899173,0.7467008948308298
1614,1392,CONSTELLATION BRANDS INC,6329,R M Woodbridge Wh Znfdl Cal,6.2,8.99,1500.0,27088,167945.6,13354.0,135518.46,72026.81,2986.56,79528.99,-32427.140000000014,-23.928208747354432,0.49298582398109864,0.8069187879884915
1615,4425,MARTIGNETTI COMPANIES,25508,Sbragia Zin Ginos Vyd- Dry C,12.24,17.99,750.0,13688,167541.12,3436.0,61813.64,23728.809999999998,383.81,144929.24,-105727.48,-171.04231363821964,0.2510227936879018,0.3689460832063197
1616,10050,Russian Standard Vodka,3365,Russian Standard Vodka,18.65,24.99,1750.0,8976,167402.4,956.0,23890.44,15193.919999999998,1757.13,732.6,-143511.96,-600.7087353769961,0.10650623885918004,0.14271264928101388
1617,9165,ULTRA BEVERAGE COMPANY LLP,27596,MezzaCorona Pnt Grigio,5.16,7.89,750.0,32368,167018.88,16042.0,132992.38,64172.590000000004,1786.99,68054.7,-34026.5,-25.585300451048397,0.49561295106277803,0.7962715352899026
1618,8112,MOET HENNESSY USA INC,27801,Moet & Chandon Nectar Imper,31.29,45.99,750.0,5336,166963.44,2528.0,116262.72,76573.35,280.35,48347.26,-50700.72,-43.60875093925207,0.4737631184407796,0.696336395560609
1619,3960,DIAGEO NORTH AMERICA INC,3987,Smirnoff Peppermint Twist,8.65,12.99,750.0,19296,166910.4,9803.0,109246.97,45761.99,7720.02,257032.07,-57663.42999999999,-52.78263552755742,0.5080327529021559,0.6545246431618401
1620,10000,MAJESTIC FINE WINES,12109,La Crema Pnt Nr Monterey,12.33,20.99,750.0,13524,166750.92,6234.0,119923.65999999999,58313.719999999994,694.35,17587.59,-46827.260000000024,-39.04755742111276,0.46095829636202307,0.7191784009347594
1621,480,BACARDI USA INC,2672,Dewars White Label,1.8,2.29,50.0,92636,166744.8,44080.0,100943.2,32147.02,2289.82,89286.27,-65801.59999999999,-65.18675849388566,0.47584092577399717,0.6053754000124741
1622,1392,CONSTELLATION BRANDS INC,28260,Nathanson Creek Chard,5.19,9.99,1500.0,32096,166578.24,16060.0,130087.4,47837.01,3604.03,79528.99,-36490.84,-28.051018007893152,0.5003738783649053,0.7809387348551647
1623,1128,BROWN-FORMAN CORP,5298,Southern Comfort 100 Proof,12.77,16.99,750.0,13032,166418.64,5168.0,90692.31999999999,73480.14,4075.7200000000003,68601.68,-75726.32000000002,-83.49805143368262,0.3965623081645181,0.5449649149878882
1624,9206,PHILLIPS PRODUCTS CO.,1746,Tomatin 12 Yr Old Scotch,19.99,26.99,750.0,8324,166396.76,4019.0,124095.81,100877.45999999999,3169.7400000000002,2211.83,-42300.95000000001,-34.08733139338065,0.4828207592503604,0.7457826101902464
1625,12546,JIM BEAM BRANDS COMPANY,3325,Pinnacle Caramel Apple Vodka,7.4,10.99,750.0,22448,166115.2,10920.0,122020.8,80132.62,8604.97,123880.97,-44094.40000000001,-36.13678979321559,0.4864575908766928,0.7345552965652752
1626,10000,MAJESTIC FINE WINES,24286,Kendall Jackson Gr RSV Cab S,14.83,23.99,750.0,11200,166096.0,5458.0,127563.42,80263.62,605.08,17587.59,-38532.58,-30.206606251227825,0.48732142857142857,0.7680101868798767
1627,480,BACARDI USA INC,4450,Leblon Natural Cane Cachaca,18.51,24.99,750.0,8972,166071.72,4415.0,117406.84999999999,81862.34999999999,3479.4500000000003,89286.27,-48664.87000000001,-41.44977060537781,0.49208649130628623,0.7069647378855352
1628,9819,TREASURY WINE ESTATES,33348,Greg Norman Limestone Shiraz,7.23,11.99,750.0,22952,165942.96,11185.0,129125.15,67932.96,1244.75,14836.57,-36817.81,-28.5132756864174,0.4873213663297316,0.7781297260215196
1629,17037,Dunn Wine Brokers,25537,R Stemmler 13 Pnt Nr,11.4,16.99,750.0,14556,165938.4,5470.0,92935.29999999999,51428.729999999996,607.87,358.03000000000003,-73003.1,-78.55260595274348,0.3757900522121462,0.5600590339547687
1630,9165,ULTRA BEVERAGE COMPANY LLP,4724,Patron Citronge Lime Liqueur,16.79,20.99,750.0,9872,165750.88,5058.0,107685.42,87094.12999999999,3988.65,68054.7,-58065.46000000001,-53.92137579999224,0.5123581847649918,0.6496823425613185
1631,10000,MAJESTIC FINE WINES,19199,La Crema Pnt Gris Monterey,11.56,16.99,750.0,14336,165724.16,6999.0,119305.01,61744.78999999999,778.77,17587.59,-46419.15000000001,-38.907963714181,0.4882114955357143,0.7199011296844104
1632,1587,VINEYARD BRANDS INC,27813,Warre's Warrior Port,9.45,14.99,750.0,17524,165601.80000000002,8356.0,120850.44,79299.25,926.39,6070.09,-44751.360000000015,-37.030365797592474,0.4768317735676786,0.7297652561747516
1633,1485,CASTLE BRANDS CORP.,5147,Pallini Limoncello Liqueur,9.44,12.99,375.0,17536,165539.84,8305.0,107208.95,76121.3,3254.32,8497.59,-58330.89,-54.4086011475721,0.4735971715328467,0.6476323161844303
1634,3960,DIAGEO NORTH AMERICA INC,3498,Baileys Vanilla Cinnamon,14.72,19.99,750.0,11244,165511.68,6440.0,131587.6,98575.90999999999,5077.400000000001,257032.07,-33924.07999999999,-25.780605467384454,0.5727499110636785,0.7950351298470296
1635,516,BANFI PRODUCTS CORP,37433,C Y Toro Casillero Carmenere,4.32,9.99,750.0,38260,165283.2,18186.0,164853.9,72722.53,2028.8500000000001,8510.41,-429.30000000001746,-0.2604124015264531,0.4753267119707266,0.9974026398327234
1636,7153,PINE STATE TRADING CO,2035,Glen Moray Classic Scotch,14.28,19.99,750.0,11572,165248.16,5656.0,110849.43999999999,85156.71999999999,4459.2,15884.82,-54398.720000000016,-49.074420222601056,0.4887659868648462,0.6708058958114873
1637,9165,ULTRA BEVERAGE COMPANY LLP,3084,Patron Silver Tequila,11.27,14.99,200.0,14648,165082.96000000002,7094.0,106339.06,58520.96,1489.74,68054.7,-58743.90000000002,-55.242071916001535,0.4842981977061715,0.644155278049291
1638,17035,PERNOD RICARD USA,7868,Mumm Cordon Rouge Brut,23.02,38.99,750.0,7160,164823.2,3112.0,110246.88,71322.95,345.03000000000003,123780.22,-54576.32000000001,-49.503731987698885,0.4346368715083799,0.6688796237422887
1639,4425,MARTIGNETTI COMPANIES,44943,Sanford Santa Barbara Chard,10.45,15.99,750.0,15724,164315.80000000002,10047.0,160651.53,73314.15,1119.7,144929.24,-3664.2700000000186,-2.2808808605806736,0.6389595522767744,0.9776998316656097
1640,6785,PALM BAY INTERNATIONAL INC,38131,Principato Pnt Gr Sicilia,6.84,9.99,1500.0,24016,164269.44,11901.0,123804.99,59159.21,2664.82,13605.41,-40464.45,-32.68402186373909,0.4955446369087275,0.7536702505347312
1641,12546,JIM BEAM BRANDS COMPANY,3012,Pinnacle Vodka,0.74,0.99,50.0,221832,164155.68,109310.0,108216.9,21650.31,5717.94,123880.97,-55938.78,-51.69135319899203,0.49276028706408453,0.6592333570181671
1642,12546,JIM BEAM BRANDS COMPANY,3626,Sauza Extra Gold Tequila,10.39,12.99,750.0,15780,163954.2,7739.0,105089.61,81382.06,6103.17,123880.97,-58864.59000000001,-56.01371058470958,0.49043092522179976,0.6409693072821556
1643,17031,FLAG HILL WINERY & VINEYARD,2202,Karner Blue Gin,23.07,29.99,750.0,7100,163797.0,2913.0,87360.87,67207.59,2297.4300000000003,1573.31,-76436.13,-87.4946987135087,0.4102816901408451,0.5333484129745966
1644,1392,CONSTELLATION BRANDS INC,6396,Taylor Dry Sherry,5.12,7.79,1500.0,31976,163717.12,15728.0,122521.12,79987.72,3506.26,79528.99,-41196.0,-33.623590773574385,0.4918689016762572,0.7483708484488366
1645,2561,EDRINGTON AMERICAS,2882,Highland Park 18 Yr Single,89.92,139.99,750.0,1820,163654.4,647.0,85218.53,71744.56,510.44,9654.5,-78435.87,-92.04086247439378,0.3554945054945055,0.5207225103633022
1646,9165,ULTRA BEVERAGE COMPANY LLP,2199,St George Terrior Gin,23.61,29.99,750.0,6928,163570.08,2888.0,87397.12,67135.83,2277.04,68054.7,-76172.95999999999,-87.15728847815579,0.4168591224018476,0.5343099422583886
1647,4425,MARTIGNETTI COMPANIES,25504,Renwood Clarion Red,7.38,10.99,750.0,22124,163275.12,11062.0,121571.38,42509.32,1236.66,144929.24,-41703.73999999999,-34.30391264786169,0.5,0.7445799457994581
1648,1392,CONSTELLATION BRANDS INC,37792,Blackstone Pnt Nr Monterey,4.63,7.99,750.0,35252,163216.76,17097.0,138703.03,58454.17,1907.0900000000001,79528.99,-24513.73000000001,-17.673536043156382,0.4849937592193351,0.849808745131321
1649,3252,E & J GALLO WINERY,13491,Barefoot Cellars Rsl,7.28,10.99,1500.0,22400,163072.0,10141.0,102055.59,49022.99,2269.9500000000003,61966.91,-61016.41,-59.787425656938545,0.45272321428571427,0.6258314732142857
1650,4425,MARTIGNETTI COMPANIES,46424,Hob Nob Pnt Nr VDP D'Oc,6.62,9.99,750.0,24600,162852.0,12703.0,125578.97,50654.72,1418.41,144929.24,-37273.03,-29.680948967808863,0.5163821138211382,0.7711232898582763
1651,9552,M S WALKER INC,29649,St Hilaire Blanc de Blancs,10.13,14.99,750.0,16040,162485.2,7515.0,118546.84999999999,58069.759999999995,836.94,55551.82,-43938.35000000002,-37.06412274978207,0.46851620947630923,0.7295855253278452
1652,4425,MARTIGNETTI COMPANIES,26557,King Est Pnt Gris Ore,11.4,17.99,750.0,14252,162472.80000000002,5570.0,100208.29999999999,57855.95999999999,618.59,144929.24,-62264.50000000003,-62.135072643683245,0.3908223407241089,0.6167696992973591
1653,9552,M S WALKER INC,4362,Ron Virgin Heavy Bodied Rum,6.05,7.99,1000.0,26848,162430.4,13560.0,108344.4,6599.74,14238.0,55551.82,-54086.0,-49.92043889670348,0.5050655542312277,0.6670204592243816
1654,480,BACARDI USA INC,4404,Bacardi Gold Rum,4.32,5.99,375.0,37556,162241.92,18048.0,123346.02,75881.42,7080.12,89286.27,-38895.90000000001,-31.53397247839858,0.4805623602087549,0.7602598637885942
1655,9165,ULTRA BEVERAGE COMPANY LLP,41940,Lange Willamette Pnt Nr,14.28,22.99,750.0,11352,162106.56,5513.0,126402.87,66325.23999999999,612.9300000000001,68054.7,-35703.69,-28.24594884593997,0.4856412966878083,0.7797517262719041
1656,9552,M S WALKER INC,26427,Latour Pouilly Fuisse,14.19,22.99,750.0,11400,161766.0,5463.0,120859.37,60456.649999999994,608.22,55551.82,-40906.630000000005,-33.84646966139241,0.4792105263157895,0.7471246739116996
