,VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnOver,SalesToPurchaseRatio
6414,9552,M S WALKER INC,15426,Voga Moscato Italia,6.45,11.99,750.0,1004,6475.8,483.0,5727.17,3473.07,53.61,55551.82,-748.6300000000001,-13.071551918312188,0.4810756972111554,0.8843957503320053
6415,10754,PERFECTA WINES,23781,Le Clarence de Haut Brion 12,89.93,133.99,750.0,72,6474.960000000001,26.0,3483.7400000000002,1339.9,2.9200000000000004,28720.52,-2991.2200000000007,-85.8623203798217,0.3611111111111111,0.5380326673832734
6416,9552,M S WALKER INC,19669,Murphy-Goode Homefront Red,6.06,11.99,750.0,1068,6472.08,620.0,4991.88,1392.3999999999999,69.34,55551.82,-1480.1999999999998,-29.652155099882204,0.5805243445692884,0.7712945451848556
6417,4425,MARTIGNETTI COMPANIES,23436,Dom R Bouvier Marsny Rose 14,12.41,18.99,750.0,520,6453.2,374.0,7102.26,2582.64,41.74,144929.24,649.0600000000004,9.138781176695874,0.7192307692307692,1.1005795574288726
6418,10754,PERFECTA WINES,27286,Ch Malartic-Lagraviere PL 07,33.55,49.99,750.0,192,6441.6,52.0,2599.48,1999.6000000000001,5.72,28720.52,-3842.1200000000003,-147.8034068352132,0.2708333333333333,0.4035457029309488
6419,8892,TRINCHERO FAMILY ESTATES,26882,Trinchero BRV Cab Svgn Napa,53.68,79.99,750.0,120,6441.599999999999,46.0,3679.54,2079.74,5.1000000000000005,11595.97,-2762.0599999999995,-75.06536143104844,0.38333333333333336,0.5712152260307999
6420,90047,CRUSH WINES,23061,Navarro Vyds Chard,13.42,19.99,750.0,480,6441.599999999999,169.0,3378.31,2378.81,18.68,1457.73,-3063.2899999999995,-90.67521926643794,0.35208333333333336,0.5244519995032291
6421,4425,MARTIGNETTI COMPANIES,27522,Whitehall Lane Merlot,19.17,27.99,750.0,336,6441.12,62.0,1735.3799999999999,1259.55,6.87,144929.24,-4705.74,-271.1648169277046,0.18452380952380953,0.2694220880840599
6422,4425,MARTIGNETTI COMPANIES,14929,Yellow Tail Moscato,5.47,7.99,750.0,1176,6432.72,678.0,5417.22,2173.28,75.66,144929.24,-1015.5,-18.745777354436406,0.576530612244898,0.8421352087452897
6423,6213,MHW LTD,5629,RumChata Liqueur,7.02,8.99,300.0,916,6430.32,4419.0,39726.81,28462.34,1403.97,9621.58,33296.49,83.81365128486279,4.824235807860262,6.178045571604524
6424,90047,CRUSH WINES,27650,Eden Ice Cider Heirloom Barr,11.9,17.49,187.0,540,6426.000000000001,91.0,1591.59,1364.2199999999998,2.71,1457.73,-4834.410000000001,-303.74719620002645,0.1685185185185185,0.24767973856209147
6425,90047,CRUSH WINES,16453,Hillinger Eveline Pnt Nr,12.25,18.49,750.0,524,6419.0,71.0,1359.29,1094.4299999999998,7.83,1457.73,-5059.71,-372.23182690963665,0.13549618320610687,0.21176039881601494
6426,4425,MARTIGNETTI COMPANIES,24863,Double Canyon Heaven H Cab S,16.54,23.99,750.0,388,6417.5199999999995,456.0,10939.439999999999,5277.799999999999,50.76,144929.24,4521.919999999999,41.335936757274595,1.175257731958763,1.704621099739463
6427,9165,ULTRA BEVERAGE COMPANY LLP,25990,Antech Limoux Brut,8.1,11.99,750.0,792,6415.200000000001,268.0,3213.32,2158.2,29.66,68054.7,-3201.8800000000006,-99.64398192523622,0.3383838383838384,0.5008916323731138
6428,3252,E & J GALLO WINERY,6258,Livingston Chablis Blush Ca,8.1,11.99,3000.0,792,6415.2,384.0,4604.16,1067.1100000000001,172.8,61966.91,-1811.04,-39.3348623853211,0.48484848484848486,0.7176954732510288
6429,3252,E & J GALLO WINERY,7430,New Amsterdam Vodka,9.37,11.99,1000.0,684,6409.08,312.0,3740.88,191.84,327.59999999999997,61966.91,-2668.2,-71.32546352729838,0.45614035087719296,0.583684397760677
6430,90047,CRUSH WINES,10864,Sea Smoke Ten Snt Brb Pnt Nr,59.3,85.99,750.0,108,6404.400000000001,26.0,2235.74,1547.82,2.88,1457.73,-4168.660000000001,-186.4554912467461,0.24074074074074073,0.3490943726188245
6431,2000,SOUTHERN WINE & SPIRITS NE,38088,Niebaum Coppola Edizne Znfdl,33.33,49.99,750.0,192,6399.36,39.0,1904.6100000000001,1304.73,4.33,19016.59,-4494.75,-235.99319545733772,0.203125,0.2976250750075008
6432,4692,KOBRAND CORPORATION,27773,Jadot Nuits St Georges Les B,66.66,99.99,750.0,96,6399.36,1.0,99.99,99.99,0.11,9139.38,-6299.37,-6300.0,0.010416666666666666,0.015625
6433,4425,MARTIGNETTI COMPANIES,23112,Patz & Hall Hyde Vyd Chard,38.09,55.99,750.0,168,6399.12,7.0,391.93,391.93,0.77,144929.24,-6007.19,-1532.7201285943918,0.041666666666666664,0.061247484029054
6434,3252,E & J GALLO WINERY,24615,Pieropan Soave La Rocca,26.66,39.99,750.0,240,6398.400000000001,27.0,1079.73,919.7700000000001,2.97,61966.91,-5318.67,-492.59259259259255,0.1125,0.16874999999999998
6435,9552,M S WALKER INC,25482,J. Ordonez Victoria Moscatel,9.93,14.99,375.0,644,6394.92,322.0,4826.78,2218.52,18.400000000000002,55551.82,-1568.1400000000003,-32.48832555036692,0.5,0.7547834843907351
6436,1587,VINEYARD BRANDS INC,45334,Cono Sur Vision Svgn Bl Csbl,6.66,9.99,750.0,960,6393.6,467.0,5110.33,2493.7200000000003,52.010000000000005,6070.09,-1283.2700000000004,-25.111294182567473,0.4864583333333333,0.7992883508508508
6437,3252,E & J GALLO WINERY,39470,Barefoot Syrah Cal,3.22,6.29,750.0,1984,6388.4800000000005,952.0,5488.88,2908.4,105.96000000000001,61966.91,-899.6000000000004,-16.389500225911302,0.4798387096774194,0.8591840312562612
6438,4425,MARTIGNETTI COMPANIES,26866,Thunevin Calvet L'Amourette,12.16,17.99,750.0,524,6371.839999999999,97.0,1745.03,1205.33,10.77,144929.24,-4626.8099999999995,-265.1421465533544,0.1851145038167939,0.2738659476697469
6439,3252,E & J GALLO WINERY,5373,E&J Peach Brandy,7.47,10.99,750.0,852,6364.44,1352.0,12937.48,8301.34,1065.5,61966.91,6573.04,50.80618482115528,1.5868544600938967,2.0327758608769977
6440,9165,ULTRA BEVERAGE COMPANY LLP,26274,Finca Alcayate Malbec 14,6.77,10.49,750.0,940,6363.8,220.0,2307.8,1111.94,24.44,68054.7,-4056.0,-175.751798249415,0.23404255319148937,0.3626449605581571
6441,1392,CONSTELLATION BRANDS INC,11022,Hogue Cab Svgn Columbia,6.16,9.99,750.0,1032,6357.12,432.0,4607.68,711.34,48.44,79528.99,-1749.4399999999996,-37.96791443850267,0.4186046511627907,0.7248062015503877
6442,10754,PERFECTA WINES,25415,Schlosskellerei Gobelsburg,9.08,15.99,750.0,700,6356.0,642.0,10249.58,7019.6,71.06,28720.52,3893.58,37.98770291075342,0.9171428571428571,1.6125833857772183
6443,8892,TRINCHERO FAMILY ESTATES,6456,Sutter Home Clsc Svgn Bl,4.02,5.99,187.0,1580,6351.6,696.0,4169.04,1437.6000000000001,19.96,11595.97,-2182.5600000000004,-52.35162051695356,0.44050632911392407,0.6563763461175136
6444,9165,ULTRA BEVERAGE COMPANY LLP,25285,A Bichot St-Amour Champlette,12.49,18.99,750.0,508,6344.92,717.0,13513.83,8548.47,79.49,68054.7,7168.91,53.04869159964274,1.4114173228346456,2.1298660976024912
6445,9552,M S WALKER INC,27027,Leyda Lot 21 Pnt Nr,25.97,39.99,750.0,244,6336.679999999999,37.0,1479.63,1239.69,4.07,55551.82,-4857.049999999999,-328.26111933388745,0.15163934426229508,0.23350240188868623
6446,9552,M S WALKER INC,19264,Dom de Marcoux 12 Nerf Rouge,47.94,69.99,750.0,132,6328.08,93.0,6509.07,3919.4399999999996,10.31,55551.82,180.98999999999978,2.780581557734051,0.7045454545454546,1.028601092274434
6447,2242,DELICATO VINEYARDS INC,16242,Domino Pnt Grigio,3.24,4.99,750.0,1952,6324.4800000000005,971.0,5472.29,1277.74,109.10000000000001,7982.65,-852.1900000000005,-15.572822346768914,0.4974385245901639,0.8652553253390002
6448,90047,CRUSH WINES,14050,Baileyana Firepeak Cve Chard,8.78,12.99,750.0,720,6321.6,49.0,538.51,307.72,5.45,1457.73,-5783.09,-1073.905777051494,0.06805555555555555,0.0851857124778537
6449,7153,PINE STATE TRADING CO,24347,Fess Parker Marcella's White,10.13,15.99,750.0,624,6321.12,195.0,3095.05,2250.58,21.57,15884.82,-3226.0699999999997,-104.23321109513577,0.3125,0.489636330270585
6450,4380,CHARLES JACQUIN ET CIE INC,26436,Savory & James Amontillado,6.53,9.99,750.0,968,6321.04,355.0,3546.45,2377.62,39.36,1675.39,-2774.59,-78.23570048922163,0.36673553719008267,0.5610548264209687
6451,7245,PROXIMO SPIRITS INC.,3711,Three Olives Mango Vodka,11.36,14.99,750.0,556,6316.16,210.0,3147.9,1723.8500000000001,165.39000000000001,38994.78,-3168.2599999999998,-100.64678039327805,0.3776978417266187,0.49838826122200836
6452,1392,CONSTELLATION BRANDS INC,25770,Franciscan Est Cab Svgn Napa,131.57,199.99,6000.0,48,6315.36,24.0,4799.76,399.98,21.6,79528.99,-1515.5999999999995,-31.576578828941432,0.5,0.7600136809303033
6453,3252,E & J GALLO WINERY,24097,Gallo Copperidge Chard Cal,2.57,3.99,750.0,2456,6311.92,1230.0,4907.7,750.12,138.20000000000002,61966.91,-1404.2200000000003,-28.61258838152292,0.500814332247557,0.7775288660185807
6454,8112,MOET HENNESSY USA INC,23694,Dom Perignon Rose,157.53,229.99,750.0,40,6301.2,22.0,5059.780000000001,4139.82,2.42,48347.26,-1241.4199999999992,-24.535058836550185,0.55,0.8029867326858378
6455,7153,PINE STATE TRADING CO,5789,Tomahawk Maple Cream Liqueur,12.58,19.99,750.0,500,6290.0,396.0,6926.04,2186.25,312.04,15884.82,636.04,9.183313986058412,0.792,1.1011192368839429
6456,4425,MARTIGNETTI COMPANIES,27851,Bastianich Vini Orsone Svgn,13.1,18.99,750.0,480,6288.0,2.0,37.98,37.98,0.22,144929.24,-6250.02,-16456.082148499212,0.004166666666666667,0.006040076335877862
6457,8352,LUXCO INC,1021,St Brendans Peppermint Bark,10.76,13.99,750.0,584,6283.84,1268.0,14079.32,8096.7,999.0,10261.6,7795.48,55.36829903716941,2.171232876712329,2.2405599124102458
6458,4425,MARTIGNETTI COMPANIES,22509,Alderbrook Pnt Nr RRV,12.07,17.99,750.0,520,6276.4,2382.0,42852.18,25401.879999999997,264.32,144929.24,36575.78,85.35337058698063,4.5807692307692305,6.827509400293162
6459,9552,M S WALKER INC,24825,Anakota 11 Helena Montana CS,54.05,79.99,750.0,116,6269.8,48.0,3839.52,1439.82,5.38,55551.82,-2430.28,-63.29645372338209,0.41379310344827586,0.6123831701170691
6460,8673,STE MICHELLE WINE ESTATES,20963,Stags Leap Hands of Time Chr,10.96,16.99,750.0,572,6269.120000000001,228.0,3873.72,1631.04,25.46,15919.7,-2395.400000000001,-61.83720041717009,0.3986013986013986,0.6179049053136644
6461,10754,PERFECTA WINES,34153,Capanna Rosso di Montalcino,12.33,25.99,750.0,508,6263.64,204.0,2861.96,1199.16,22.76,28720.52,-3401.6800000000003,-118.85840472962586,0.4015748031496063,0.4569164255927863
6462,4425,MARTIGNETTI COMPANIES,26329,Cristom Pnt Nr Sommers Rsv,25.65,38.99,750.0,244,6258.6,118.0,4600.820000000001,3743.04,13.02,144929.24,-1657.7799999999997,-36.03227250794422,0.48360655737704916,0.7351196753267505
6463,9165,ULTRA BEVERAGE COMPANY LLP,25820,La Roche Trouee Red 14,8.05,11.99,750.0,776,6246.799999999999,178.0,2134.2200000000003,1318.9,19.72,68054.7,-4112.579999999999,-192.6970977687398,0.22938144329896906,0.3416501248639304
6464,4425,MARTIGNETTI COMPANIES,26763,Marcarini Nebb Langhe Lasarn,13.01,18.99,750.0,480,6244.8,129.0,2449.71,1728.09,14.27,144929.24,-3795.09,-154.91997011891203,0.26875,0.39227997694081473
6465,9165,ULTRA BEVERAGE COMPANY LLP,24896,Pomino Vinsanto,30.61,44.99,750.0,204,6244.44,68.0,3059.32,1529.66,7.5600000000000005,68054.7,-3185.1199999999994,-104.11202489442095,0.3333333333333333,0.48992703909397806
6466,4425,MARTIGNETTI COMPANIES,19316,Lyric by Etude Pnt Nr,9.99,14.99,750.0,624,6233.76,310.0,4408.9,593.58,34.84,144929.24,-1824.8600000000006,-41.39036947991564,0.4967948717948718,0.7072617489284155
6467,4425,MARTIGNETTI COMPANIES,27924,Barone Ricasoli Casalferro,37.08,55.99,750.0,168,6229.44,0.0,0.0,0.0,0.0,144929.24,-6229.44,-inf,0.0,0.0
6468,4425,MARTIGNETTI COMPANIES,44653,Nickel Rock Cairn Cab Svgn,64.86,95.99,750.0,96,6226.56,57.0,5904.43,4464.57,6.3,144929.24,-322.1300000000001,-5.455734084407811,0.59375,0.9482651737074725
6469,10754,PERFECTA WINES,22022,Lower East Side Cab Svgn,21.91,34.99,750.0,284,6222.4400000000005,224.0,7817.76,4738.64,24.86,28720.52,1595.3199999999997,20.406356808088248,0.7887323943661971,1.256381740924782
6470,10754,PERFECTA WINES,15362,Gaia Notios Red,10.8,15.99,750.0,576,6220.799999999999,382.0,6108.18,1023.36,42.86,28720.52,-112.61999999999898,-1.843757060204496,0.6631944444444444,0.9818962191358026
6471,1392,CONSTELLATION BRANDS INC,19995,Ravenswood Barricia Znfdl,12.32,29.99,750.0,504,6209.28,340.0,6116.599999999999,2986.3399999999997,37.84,79528.99,-92.68000000000029,-1.5152208743419595,0.6746031746031746,0.9850739538239538
6472,4425,MARTIGNETTI COMPANIES,16378,Hob Nob Malbec VDP D'Oc,6.66,9.99,750.0,932,6207.12,718.0,7052.82,4952.9800000000005,79.4,144929.24,845.6999999999998,11.99094830153045,0.7703862660944206,1.1362467617832424
6473,10754,PERFECTA WINES,21465,Ch Haut Brion Pessac-Leognan,517.0,759.99,750.0,12,6204.0,6.0,4559.94,1519.98,0.68,28720.52,-1644.0600000000004,-36.05442176870749,0.5,0.735
6474,7153,PINE STATE TRADING CO,33052,Gosset Grande RSV Brut,36.91,54.99,750.0,168,6200.88,5.0,274.95,274.95,0.55,15884.82,-5925.93,-2155.275504637207,0.02976190476190476,0.04434048070596431
6475,17035,PERNOD RICARD USA,15744,Sandeman 30 Yr Tawny Port,51.63,82.99,750.0,120,6195.599999999999,27.0,2377.73,2017.77,2.99,123780.22,-3817.8699999999994,-160.56785253161627,0.225,0.3837771967202531
6476,4425,MARTIGNETTI COMPANIES,25319,Ch Deux Rocs Premices Red,8.6,12.99,750.0,720,6192.0,296.0,3845.04,2546.04,32.82,144929.24,-2346.96,-61.03863678921416,0.4111111111111111,0.620968992248062
6477,4692,KOBRAND CORPORATION,27778,Jadot Savigny les Beaune 14,25.8,39.99,750.0,240,6192.0,6.0,239.94,239.94,0.66,9139.38,-5952.06,-2480.645161290323,0.025,0.03875
6478,7153,PINE STATE TRADING CO,8459,Pardiac VS French Brandy,12.79,15.99,750.0,484,6190.36,200.0,2610.0,2298.2400000000002,157.82,15884.82,-3580.3599999999997,-137.1785440613027,0.4132231404958678,0.4216232981603655
6479,10754,PERFECTA WINES,23769,Ch Pape Clement 12 Pess-Leog,73.68,111.99,750.0,84,6189.12,98.0,10975.02,7391.339999999999,10.86,28720.52,4785.900000000001,43.60720982740806,1.1666666666666667,1.7732763300760044
6480,9552,M S WALKER INC,24700,Cavas Hill 1887 Brut Cava,8.44,14.99,750.0,732,6178.08,233.0,3202.67,1961.57,25.85,55551.82,-2975.41,-92.90404568688,0.31830601092896177,0.5183924455494264
6481,660,SAZERAC NORTH AMERICA INC.,8322,Chi Chi's Ruby Red Margarita,6.24,10.99,1750.0,988,6165.12,1164.0,9560.36,6749.8,2139.88,17932.33,3395.2400000000007,35.51372542456561,1.1781376518218623,1.5507175853835775
6482,2000,SOUTHERN WINE & SPIRITS NE,19954,Ch Cos d'Estournel 10,308.21,449.99,750.0,20,6164.2,12.0,5399.88,2699.94,1.34,19016.59,-764.3199999999997,-14.154388616043315,0.6,0.8760066188637617
6483,4425,MARTIGNETTI COMPANIES,26423,Arnaldo Caprai Grecante Grec,12.83,18.99,750.0,480,6158.400000000001,170.0,3228.2999999999997,1747.08,18.92,144929.24,-2930.100000000001,-90.76294024718896,0.3541666666666667,0.5242108339828526
6484,3252,E & J GALLO WINERY,25724,Storypoint Chardonnay,6.41,9.49,750.0,960,6153.6,442.0,4194.58,408.07,49.690000000000005,61966.91,-1959.0200000000004,-46.70360322129988,0.46041666666666664,0.6816465158606344
6485,4425,MARTIGNETTI COMPANIES,25225,Ch Montelena Cab Svgn 2006,96.02,144.99,750.0,64,6145.28,28.0,4059.7200000000003,2029.8600000000001,3.12,144929.24,-2085.5599999999995,-51.37201580404558,0.4375,0.6606240887315143
6486,90024,VINILANDIA USA,22591,Ch Manos Cadillac,10.52,15.99,375.0,584,6143.679999999999,2.0,31.98,31.98,0.12,2802.64,-6111.7,-19111.00687929956,0.003424657534246575,0.005205349236939424
6487,4425,MARTIGNETTI COMPANIES,22798,Elk Cove La Boheme Pnt Nr,31.33,46.99,750.0,196,6140.679999999999,125.0,5873.75,4370.070000000001,13.83,144929.24,-266.9299999999994,-4.544456267290902,0.6377551020408163,0.9565308728023607
6488,2561,EDRINGTON AMERICAS,4575,Brugal XV Rum,19.37,24.99,750.0,316,6120.92,798.0,19942.02,12694.92,628.98,9654.5,13821.1,69.30641930957847,2.5253164556962027,3.25801023375571
6489,4425,MARTIGNETTI COMPANIES,4627,Wiggly Bridge Gold Rum,36.43,46.99,750.0,168,6120.24,249.0,12447.51,7248.55,196.25,144929.24,6327.27,50.831612105553646,1.4821428571428572,2.033827104819419
6490,9552,M S WALKER INC,24125,Botani 13 Muscat Srra Malaga,10.06,16.99,750.0,608,6116.48,483.0,8131.17,3381.89,53.81,55551.82,2014.6900000000005,24.777369062508843,0.7944078947368421,1.3293871638589516
6491,4425,MARTIGNETTI COMPANIES,44993,Red Truck Pnt Nr Cal,5.59,11.99,750.0,1092,6104.28,538.0,4567.62,1765.92,60.04,144929.24,-1536.6599999999999,-33.64246587938576,0.4926739926739927,0.7482651516640784
6492,2000,SOUTHERN WINE & SPIRITS NE,26266,The Divining Rod Pinot Noir,11.56,16.99,750.0,528,6103.68,4.0,67.96,33.98,0.44,19016.59,-6035.72,-8881.28310771042,0.007575757575757576,0.011134266540840933
6493,4425,MARTIGNETTI COMPANIES,14635,Marcarini Ciabot Camerano,11.56,16.99,750.0,528,6103.68,77.0,1308.2299999999998,1070.37,8.51,144929.24,-4795.450000000001,-366.56016143950234,0.14583333333333334,0.21433463091118796
6494,9744,FREDERICK WILDMAN & SONS,26687,Dom Faiveley Nuits Porets 14,50.65,76.99,750.0,120,6078.0,0.0,0.0,0.0,0.0,3999.93,-6078.0,-inf,0.0,0.0
6495,4425,MARTIGNETTI COMPANIES,23103,DeLille Cellars Gr Ciel Cab,84.41,129.99,750.0,72,6077.5199999999995,69.0,8969.310000000001,4549.650000000001,7.71,144929.24,2891.790000000002,32.24094161089316,0.9583333333333334,1.4758174386920984
6496,9744,FREDERICK WILDMAN & SONS,20743,Churchill's Late Bottled 05,16.88,25.99,750.0,360,6076.8,180.0,4450.2,2834.8399999999997,19.98,3999.93,-1626.6000000000004,-36.55116623971957,0.5,0.732326224328594
6497,1392,CONSTELLATION BRANDS INC,8634,Manischewitz Cream White Cnd,6.1,8.99,1500.0,996,6075.6,419.0,3655.81,1861.8600000000001,659.2,79528.99,-2419.7900000000004,-66.19025605816496,0.4206827309236948,0.6017199947330304
6498,1590,DIAGEO CHATEAU ESTATE WINES,32303,Dynamite Merlot N Cst,8.16,11.99,750.0,744,6071.04,412.0,5241.88,3493.25,45.67,7259.75,-829.1599999999999,-15.817988965790896,0.553763440860215,0.8634237297069366
6499,4425,MARTIGNETTI COMPANIES,21731,Ch Moulin de la Rose St-Juln,45.94,67.99,750.0,132,6064.08,170.0,11558.3,4895.28,18.97,144929.24,5494.219999999999,47.53484508967581,1.2878787878787878,1.906026965343465
6500,7245,PROXIMO SPIRITS INC.,2859,Bushmills Irish Honey,12.94,17.99,750.0,468,6055.92,1558.0,33408.42,21851.769999999997,1228.09,38994.78,27352.5,81.87307271639904,3.3290598290598292,5.516654777473942
6501,3252,E & J GALLO WINERY,28038,Andre Spumante Calif,3.71,5.99,750.0,1632,6054.72,770.0,4590.3,363.38,86.56,61966.91,-1464.42,-31.902490033331155,0.47181372549019607,0.7581358014904075
6502,9552,M S WALKER INC,22937,Tranzind Red Blend,8.55,14.99,750.0,708,6053.4,318.0,4976.82,3030.04,35.300000000000004,55551.82,-1076.58,-21.631885420810878,0.4491525423728814,0.8221528397264347
6503,4425,MARTIGNETTI COMPANIES,26848,Speri Amarone Del Valpoicela,50.33,74.99,750.0,120,6039.6,47.0,3524.5299999999997,2924.6099999999997,5.19,144929.24,-2515.0700000000006,-71.35901808184356,0.39166666666666666,0.583570103980396
6504,4425,MARTIGNETTI COMPANIES,27878,Poderi Le Ripi Amore e Magia,25.16,36.99,750.0,240,6038.400000000001,2.0,73.98,73.98,0.22,144929.24,-5964.420000000001,-8062.206001622061,0.008333333333333333,0.012251589825119237
6505,9165,ULTRA BEVERAGE COMPANY LLP,19552,Tenuta Alzatura Sagrantino,12.9,37.99,750.0,468,6037.2,648.0,12953.52,3958.0199999999995,72.48,68054.7,6916.320000000001,53.39336334834084,1.3846153846153846,2.1456171735241503
6506,1128,BROWN-FORMAN CORP,2777,Woodford Rsv Federal Cigar,35.93,45.99,1000.0,168,6036.24,84.0,3863.16,827.82,88.2,68601.68,-2173.08,-56.25135899108502,0.5,0.6399944336209296
6507,2242,DELICATO VINEYARDS INC,18386,Sequin Delicately Rose,4.76,6.99,750.0,1268,6035.68,584.0,4082.16,1118.4,65.38,7982.65,-1953.5200000000004,-47.85505712661926,0.4605678233438486,0.6763380431036767
6508,3252,E & J GALLO WINERY,18853,Barefoot Cellars Pink Moscat,4.41,6.49,187.0,1368,6032.88,640.0,4153.6,1583.56,18.32,61966.91,-1879.2799999999997,-45.24460708782742,0.4678362573099415,0.6884937210751747
6509,4425,MARTIGNETTI COMPANIES,21196,Paul Hobbs Crossbarn Chard,17.33,25.99,750.0,348,6030.84,419.0,10971.81,5549.88,46.53,144929.24,4940.969999999999,45.03331720108168,1.2040229885057472,1.8192838808524185
6510,7153,PINE STATE TRADING CO,2491,Catskill Defiant Rye,23.91,42.99,375.0,252,6025.32,200.0,8054.0,3233.1800000000003,78.48,15884.82,2028.6800000000003,25.18847777501863,0.7936507936507936,1.336692491021224
6511,7153,PINE STATE TRADING CO,4219,Commander Quincy's Rum Toddy,10.68,13.99,750.0,564,6023.52,986.0,13794.14,7638.54,777.1,15884.82,7770.619999999999,56.332761592966285,1.74822695035461,2.290046351634924
6512,1392,CONSTELLATION BRANDS INC,6166,Casa Noble X Anejo C Santana,300.74,399.99,750.0,20,6014.8,2.0,799.98,799.98,1.58,79528.99,-5214.82,-651.8687967199179,0.1,0.13300192857617876
6513,2242,DELICATO VINEYARDS INC,16245,Domino Cab Svgn,5.36,7.99,1500.0,1120,6003.2,558.0,4458.42,1054.68,125.38000000000001,7982.65,-1544.7799999999997,-34.64859748520776,0.4982142857142857,0.742673907249467
6514,90024,VINILANDIA USA,22016,Foss Marai Prosecco,4.44,6.79,187.0,1352,6002.88,866.0,5880.14,2736.37,25.04,2802.64,-122.73999999999978,-2.0873652668133715,0.6405325443786982,0.9795531478223787
6515,6213,MHW LTD,4511,Camus Extra Elegance,249.99,339.99,750.0,24,5999.76,52.0,17679.48,14959.560000000001,41.04,9621.58,11679.72,66.06370775611047,2.1666666666666665,2.9466978679147164
6516,9744,FREDERICK WILDMAN & SONS,22433,Dom Prieur Meurslt Mazray 13,49.99,75.99,750.0,120,5998.8,44.0,3343.56,1519.8,4.9,3999.93,-2655.2400000000002,-79.41355920037326,0.36666666666666664,0.5573714742948589
6517,90017,THE IMPORTED GRAPE LLC,20091,Dos Minas Malbec,5.51,11.99,750.0,1088,5994.88,454.0,5383.46,1530.71,50.89,80.03,-611.4200000000001,-11.357379826357029,0.4172794117647059,0.8980096348884381
6518,6213,MHW LTD,834,Bols Brown Creme de Cacao,7.68,9.99,1000.0,780,5990.4,394.0,3936.06,3486.51,413.70000000000005,9621.58,-2054.3399999999997,-52.192801938994826,0.5051282051282051,0.6570612980769232
6519,4425,MARTIGNETTI COMPANIES,24494,Buehler Wh Znfdl Napa,6.8,9.99,750.0,880,5984.0,408.0,4075.92,379.62,45.900000000000006,144929.24,-1908.08,-46.81348014681348,0.4636363636363636,0.6811363636363637
6520,7153,PINE STATE TRADING CO,38303,Dry Creek Heritage Cln Znfdl,15.58,23.99,750.0,384,5982.72,98.0,2351.02,1487.3799999999999,10.88,15884.82,-3631.7000000000003,-154.47337751273918,0.2552083333333333,0.39296841570389385
6521,2242,DELICATO VINEYARDS INC,17615,Bota Box Rsl,12.16,17.99,3000.0,492,5982.719999999999,224.0,4189.759999999999,2278.7599999999998,100.8,7982.65,-1792.96,-42.793859314137336,0.45528455284552843,0.7003102267864784
6522,10754,PERFECTA WINES,43789,Oakhurst Happy Camp Cab Svgn,7.33,10.99,750.0,816,5981.28,374.0,4110.26,659.4,42.0,28720.52,-1871.0199999999995,-45.520721316899646,0.4583333333333333,0.68718735788995
6523,8673,STE MICHELLE WINE ESTATES,24243,Tenet Syrah The Pundit,12.98,19.99,750.0,460,5970.799999999999,258.0,5253.42,3738.1699999999996,28.59,15919.7,-717.3799999999992,-13.655485379048299,0.5608695652173913,0.8798519461378711
6524,12331,STELLAR IMPORTING CO LLC,45521,Nasiakos Nemea Rd,13.81,20.99,750.0,432,5965.92,170.0,3568.3,419.79999999999995,19.080000000000002,119.23,-2397.62,-67.1922203850573,0.39351851851851855,0.5981139539249605
6525,1650,Circa Wines,24512,Tin Barn Cab Svgn Sonoma Cty,13.79,21.99,750.0,432,5957.28,152.0,3342.48,571.74,17.060000000000002,211.97,-2614.7999999999997,-78.22933869462196,0.35185185185185186,0.5610748529530256
6526,4425,MARTIGNETTI COMPANIES,10910,Marcarini Barolo Brunate,41.37,59.99,750.0,144,5957.28,64.0,3839.36,2639.56,7.08,144929.24,-2117.9199999999996,-55.16336056009333,0.4444444444444444,0.644482045497274
6527,4425,MARTIGNETTI COMPANIES,26331,Cristom Estate Pnt Gr Eola A,12.41,18.99,750.0,480,5956.799999999999,206.0,3911.9399999999996,3038.3999999999996,22.76,144929.24,-2044.8599999999997,-52.27227411463365,0.42916666666666664,0.6567183722804191
6528,4425,MARTIGNETTI COMPANIES,28007,Priest Ranch Sauvignon Blanc,12.41,18.99,750.0,480,5956.799999999999,0.0,0.0,0.0,0.0,144929.24,-5956.799999999999,-inf,0.0,0.0
6529,10754,PERFECTA WINES,24052,Poochi Poochi Sparkling Sake,9.73,14.99,300.0,612,5954.76,263.0,3942.37,2788.14,11.13,28720.52,-2012.3900000000003,-51.04518348100255,0.4297385620915033,0.6620535504369613
6530,10754,PERFECTA WINES,20516,Ch Le Gay Pomerol,67.56,99.99,750.0,88,5945.280000000001,128.0,12798.72,4799.5199999999995,14.3,28720.52,6853.439999999999,53.54785478547854,1.4545454545454546,2.1527531083481346
6531,9165,ULTRA BEVERAGE COMPANY LLP,24496,Luce Brunello Montalcino 10,70.74,103.99,750.0,84,5942.16,42.0,4367.58,2495.7599999999998,4.680000000000001,68054.7,-1574.58,-36.05154341763631,0.5,0.7350155499010461
